text,text_with_marker,Sentiment,Regard,SDG16_danger_score,danger_label
Reality Check - Marilyn Monroe was the biggest female star in the world at the time of her death and had been so for quite some time.  Unless you're talking about some OTHER actress that JKF screwed and killed...,Reality Check - Marilyn Monroe was the biggest female star in the world at the time of her death and had been so for quite some time.  Unless you're talking about some OTHER actress that JKF screwed and killed...,neutral,other,0.0015,
Woops! So much for Trump being racist  ,Woops! So much for Trump being racist  ,negative,negative,0.0006,
"He didn't stop, even after my boss (also clueless) ordered him to.  It was a server that was to run the entire bank's security systems.  I guarantee that it wasn't hardened any more.  That's what we've got running the infrastructure in this country.  And the malware in the hardware controllers of cheap servers are taking advantage of these people's carelessness","He didn't stop, even after my boss (also clueless) ordered him to.  It was a server that was to run the entire bank's security systems.  I guarantee that it wasn't hardened any more.  That's what we've got running the infrastructure in this country.  And the malware in the hardware controllers of cheap servers are taking advantage of these people's carelessness",negative,negative,0.0225,potentially expressed_hostility
whoops   From tablet,whoops   From tablet,neutral,neutral,0.0006,
It's all sort of surreal to me. But I certainly do know that we are drowning in a sea of corruption. So I guess it's not a far cry from there to #SecretSociety   To me it seems similar to #Illuminati,It's all sort of surreal to me. But I certainly do know that we are drowning in a sea of corruption. So I guess it's not a far cry from there to #SecretSociety   To me it seems similar to #Illuminati,negative,negative,0.0007,
Join the group conversation! Sparta Report Agora ,Join the group conversation! Sparta Report Agora ,neutral,neutral,0.0006,
"Bet you can't wait, kiddies! #MarchForOurLives #GabFam #TheOriginals","Bet you can't wait, kiddies! #MarchForOurLives #GabFam #TheOriginals",positive,neutral,0.0007,
"LPT: When shopping at large retail pet stores like Petco and PetSmart, always price match the in-store price to the online price.   ","LPT: When shopping at large retail pet stores like Petco and PetSmart, always price match the in-store price to the online price.   ",neutral,neutral,0.0007,
Eat your steak with a spoon because diversity stabs too much.  ,Eat your steak with a spoon because diversity stabs too much.  ,negative,negative,0.0008,
"Hey Humble Bundle is giving away free copies of Warhammer: 40,000 Space Marine.I haven't played the game myself, but It looks cool. ","Hey Humble Bundle is giving away free copies of Warhammer: 40,000 Space Marine.I haven't played the game myself, but It looks cool. ",positive,neutral,0.0006,
Have a great day @leamorabito‍ !!,Have a great day @leamorabito‍ !!,positive,neutral,0.0006,
She's not going to help you. You're white. She's black. She wants to see you dead.  ,She's not going to help you. You're white. She's black. She wants to see you dead.  ,negative,negative,0.0037,
"if you go watch my video, link on my page, i did that one on you tube because i have a voice issue with OBS, i show and explain what i know about it. No it is not near as bad as anything like facebook or twitter. ","if you go watch my video, link on my page, i did that one on you tube because i have a voice issue with OBS, i show and explain what i know about it. No it is not near as bad as anything like facebook or twitter. ",neutral,negative,0.0006,
BBC too; anything with news seems to be the jews; (((they))) didn't figure we'd work our way around their lies on the internet; hope we get enough woke to be 109th western culture to wake up in time to expel (((them))).,BBC too; anything with news seems to be the jews; (((they))) didn't figure we'd work our way around their lies on the internet; hope we get enough woke to be 109th western culture to wake up in time to expel (((them))).,negative,negative,0.001,
"If CNN were a woman, I'd be getting that bitch some hospice","If CNN were a woman, I'd be getting that bitch some hospice",negative,negative,0.0009,
"RT @qirtaiba: In fact, this happens a lot. Technology regulation for the purpose of child protection is allowed to pass without much scrutiny, because it’s a good cause. Then the same technology creeps over into other areas, and we realize we should have paid more attention before.","RT @qirtaiba: In fact, this happens a lot. Technology regulation for the purpose of child protection is allowed to pass without much scrutiny, because it’s a good cause. Then the same technology creeps over into other areas, and we realize we should have paid more attention before.",negative,positive,0.0008,
The list is missing one group: The KKK Aryan nation who hate minorities.,The list is missing one group: The KKK Aryan nation who hate minorities.,negative,negative,0.9584,potentially threatening_content
 A talk on natural law., A talk on natural law.,neutral,neutral,0.0012,
"MAJOR article is coming at DARK TRIAD MAN®. 'What do we do now that civil war is coming?' There is an answer, and we are going to share it. @Cernovich  The Democrats cannot stop their spiral. #CapitalGazette events will not end. #Antifa cannot help themselves. I told you. #2024","MAJOR article is coming at DARK TRIAD MAN®. 'What do we do now that civil war is coming?' There is an answer, and we are going to share it. @Cernovich  The Democrats cannot stop their spiral. #CapitalGazette events will not end. #Antifa cannot help themselves. I told you. #2024",negative,neutral,0.0006,
Depends on where you live. I am fucked since I live in Europe and our guns were taken away long ago. Americans still have a chance to not win a free trip into commie concentration camps.,Depends on where you live. I am fucked since I live in Europe and our guns were taken away long ago. Americans still have a chance to not win a free trip into commie concentration camps.,negative,negative,0.0008,
"Proud Boys, Proud Boys' Girls, Gavin, and individual chapters BANNED from Twitter before Unite the Right 2, even though Proud Boys officially DISAVOWED the event. Had to scrub my Twitter of ANY Proud Boy references. Censorship is ridiculous!","Proud Boys, Proud Boys' Girls, Gavin, and individual chapters BANNED from Twitter before Unite the Right 2, even though Proud Boys officially DISAVOWED the event. Had to scrub my Twitter of ANY Proud Boy references. Censorship is ridiculous!",negative,negative,0.0014,
"We had relatives that caused both my parents grief while they were living, but I wasn't thinking about them.  And I think kids & grandkids you raised that do you wrong in your old age & sickness hurts a lot worse than anything Donald Trump did to McCain.  Weird.","We had relatives that caused both my parents grief while they were living, but I wasn't thinking about them.  And I think kids & grandkids you raised that do you wrong in your old age & sickness hurts a lot worse than anything Donald Trump did to McCain.  Weird.",negative,negative,0.0018,
Good luck.... but start NOW!,Good luck.... but start NOW!,positive,neutral,0.0006,
The hierarchy of the FBI destroyed the FBI. It's reputation left the building with Clinton investigation tampering.,The hierarchy of the FBI destroyed the FBI. It's reputation left the building with Clinton investigation tampering.,negative,negative,0.001,
We need a very high profile like Trump to have a space here!,We need a very high profile like Trump to have a space here!,neutral,other,0.0008,
This is very true ;-)  #NSFW  #AsianGirls,This is very true ;-)  #NSFW  #AsianGirls,positive,neutral,0.0007,
Thx your vile RACIST askeNAZI JEWS!,Thx your vile RACIST askeNAZI JEWS!,negative,negative,0.9755,potentially threatening_content
Didn’t know you could delete FB acct. Thought can only hibernate ,Didn’t know you could delete FB acct. Thought can only hibernate ,neutral,neutral,0.0006,
"It is impossible to argue with people like this. So I will just say that thankfully there are many Christians that truely believe in God and Jesus, and know that the Earth is a planet in our solar system and it is in fact a sphere.","It is impossible to argue with people like this. So I will just say that thankfully there are many Christians that truely believe in God and Jesus, and know that the Earth is a planet in our solar system and it is in fact a sphere.",neutral,positive,0.0008,
