text,label,stereotype_type,category,Sentiment,Regard
"I guess the probably were. IDK, I'm sure they burn hotter now though. Maybe it has something to do with the larger planes. I see a 747 fly over and you can tell it's one. The contrail is huge but dissipates quickly. The twin engine ones don't.",0,other,unrelated,neutral,neutral
I'm stealing the term Paycheck Conservatives,0,other,unrelated,neutral,negative
"Gibraltar like N.I Protestants consider themselves more British than the British and yet those same British have done everything they can to get rid of both of us handing us on a silver platter to the EU. Gibraltar to Spain, Northern Ireland to Ireland & just like Hong Kong to China its a hand over ",0,other,unrelated,negative,other
“We no longer tell our enemies our plans.” Thank you!,0,other,unrelated,positive,neutral
So how many frigging time do I have to see this on Gab.  You can't notice that their a 100 iterations of the same thing before posting? ,0,other,unrelated,negative,neutral
"Are you feeling creative? We're building Mondrian - Plastic Reality for our fellow artists! Build, paint, play, and share levels with the world. Learn more at  #screenshotsaturday #makeamondrian #indiegames #creatives #art #arthistory #madewithfusion #indiedev #gabgaming #games #gaming #gamedev",0,other,unrelated,positive,positive
"The voice in the background just tops it off.  Does he think we couldn't here him?  Follow the rule son:  ""Every mic is a hot mic"" #FakeNews",0,other,unrelated,negative,negative
One game in and Harry Kane has more career World Cup goals than Wayne Rooney.,0,other,unrelated,neutral,positive
New-Martyr St. Nicholas of Corinth by Vlasios Tsotsonis (Greek; 1951-)    Wall painting at Iera Moni Megalou Meteorou   #Icons #AncientFaith #Saints #Christian #Martyrs      ,0,other,unrelated,neutral,positive
We wouldn't have it any other way. #MAGA,0,other,unrelated,positive,neutral
Like 3rd or 4th one today,0,other,unrelated,neutral,neutral
"If this was a Jew, the baby would've been given a Blowjob. Still deplorable as those people are monsters.",0,race_ethnicity,stereotype,negative,negative
Showing your age Peter. ;-),0,other,unrelated,positive,neutral
Who gives a shit about some BABY DICK SUCKING POS JEWS? I don't.,0,race_ethnicity,stereotype,negative,negative
"65% chance the Democrats will control the house?  If anyone can post some further links that help explain the pathway to this, it would be appreciated.",0,other,unrelated,neutral,positive
"Mueller has always been a corrupt federal ""persecutor"". His claim to fame is giving murderers and criminals a pass in order to prosecute and persecute petty crimes or seek publicity.-- HistoryMatters",1,other,unrelated,negative,negative
"A rose blooms its fullest when it’s kept well pruned. A defining part of who you are is composed of what you’ve been willing to let go. Cut away the outdated & old, & compost it into fuel 4 new roots. Make room for the good things still waiting to come in to your life to bloom.",0,other,unrelated,positive,positive
"By the way, folks, today is National Pizza Day (here in the States). I'm taking the Bride out (after dropping the Whoops Baby at a teen lock-in at church) for a nice meal at a non-chain pizza joint (they also have wonderful sandwiches). Make sure you celebrate! :-)",0,other,unrelated,positive,neutral
NEON REVOLT is an AMAZING DIGGER!  Thanks Neon.  Keep it coming! :)  @NeonRevolt #MAGA #WeThePeople #QANON #WWG1WGA  ,0,other,unrelated,positive,positive
He's not lying....,0,other,unrelated,neutral,neutral
"@Wifewithapurpose‍ @Travis_Hawks‍ @TraditionalAni   3) Tell these ppl that in context, Paul was writing Timothy whose ministry was in Ephesia, Center of Goddess Artemis worship. Not only were her priests subordinate to the priestesses but sometimes they were ritually sacrificed. Paul was saying, 'We",0,other,unrelated,neutral,other
@Ignatius4ntioch - So Christian Identity revisionism is your shtick? ,0,other,unrelated,negative,negative
"With a face like yours, I would pick another topic ",0,other,unrelated,neutral,neutral
"It's not the altletf it's just the plain left, since Black Panthers in the 60s",0,other,unrelated,neutral,negative
BizPacReview is another conservative platform under attack by the fascist left. Sign up for its good stuff delivered on a daily basis. These acts of defiance are necessary if we aren't to be routed in the elections.    …,0,other,unrelated,negative,negative
"“Fascism, Nazism, Communism and Socialism are only superficial variations of the same monstrous theme—collectivism.” I'm not one of those who thinks Ayn Rand is some sort of holy oracle, but she certainly had a point.  ",0,politics,neutral,negative,negative
"Those people are guaranteed to bleed out any sympathy/empathy that you had towards them. Most of them are vindictive, selfish, and deranged narcissists who take pride in intentionally harming others for their own gain.  They're going to be gone for good if they displace whites because brown people h",0,other,unrelated,negative,negative
Yeah we need two game cube controllers here two. Trying find them at a decent price and that they work. Know anywhere?,0,other,unrelated,neutral,neutral
Donald Trump accomplice to treason.,0,other,unrelated,negative,negative
"FBI chief has 'grave concerns,' clashes with Trump over GOP memo.  You reap what you sew #DeepState. You sewed seeds of evil, and now you'll reap hellfire.  #TheFixWasIn #ReleaseTheMemo ",1,other,unrelated,negative,negative
"Shot his ass more than once, we all hope!  ",0,other,unrelated,negative,negative
@realDonaldTrump ·3h  The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!,0,politics,neutral,negative,negative
BEFORE Trump agrees to testify to Mueller [IF this still continues on] he should insist to know the actual crime  for which the investigation is being conducted...so far there is NO definition of a crime.,0,politics,unrelated,neutral,negative
I was the kid that always cut his foot...😂,0,other,unrelated,neutral,neutral
"Wow, great pic. Good morning Hollian.",0,other,unrelated,positive,neutral
The Quislings in the UK are all-pervading.  Lord Pearson and Gerard Batten are just about the only 2 politicians who will get anywhere near speaking the truth.  And what happens when they do this (either in Parliament or on TV)?  The supposedly professional interlocutors accuse them of lying about I,0,other,unrelated,negative,negative
your what?,0,other,unrelated,neutral,neutral
"Gun Control reminds of first Star Trek Next Generation episode. Q freezes a red shirt for pointing weapon at him. Picard says that the weapon was on stun.  ""Knowing the Bolshevists and Jews as perfectly as you do, would you let them CAPTURE YOU  HELPLESS and be at their 'murder porn hostel' mercy?"" ",0,other,unrelated,neutral,negative
Non-profit founded by Democrat paid $200k to get victims of sexual misconduct by Trump to go public:  ,0,other,unrelated,negative,negative
Q has alot riding on this vote with margin of error...1 vote!,0,other,unrelated,neutral,neutral
"As the situation with North Korea improves, look for the Democrats and the media leftists to give credit to China and call Trump nothing more than a bystander.",0,politics,stereotype,negative,negative
Actors Cold Read Facts on FEMINISM Off of a Teleprompter  ,0,other,unrelated,negative,negative
"Too many of us have absolutely no idea whether any of these stories have even a shade of truth to them.   The problem is that we have entrusted too many people to find out for us just what is the truth, yet they do nothing but take our money, stand in front of a camera and tell us there opinion or b",0,other,unrelated,negative,negative
"I wish I'd have just gotten another dog, instead of getting married.",0,other,unrelated,negative,neutral
Isn't the US about the only country with the 'colorful' hajibs? I believe that they are all black everywhere else.  Colorful hajibs to appeal to the dweebs.,0,religion,neutral,negative,neutral
I support her avoiding fried chicken. At least without the starchy batter.,0,other,unrelated,neutral,neutral
They are all getting exposed for who they are!,0,other,unrelated,negative,negative
"The puss of an evil sociopath:  Video Clip of Smirking, Squirming Peter Strzok at Hearing is Giving People the Creep    #LockUpComeyMcCabeStrzokPageAndTheOhrs  Does this have meme written all over it?",1,other,unrelated,negative,negative
"From a land that use to proudly sing the Hymn Jerusalem to Lucifer's open destruction.  What a mess England has become.  (The Light wins in the end, though) ",0,other,unrelated,negative,negative
John Corley @Jcorley2   🇺🇸Thank you for your Service 🇺🇸,0,other,unrelated,positive,neutral
how long have you been on Gab?  Just ballpark. I am curious about the mix of new and old,0,other,unrelated,neutral,neutral
Aye getting fed up wi Twitter as well trying with few others to get bears to switch over to Gab. Think if it had decent app would b easier for sure,0,other,unrelated,negative,neutral
SUPER!! WE all have a St Benedict and Miraculous Medal sewn to our Brown Scapular here at our house. ,0,other,unrelated,positive,positive
